district_number,electoral_district,electoral_district_fre,party,party_fre,family_name,first_name,initials
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,People's Party of Canada,Parti populaire du Canada,Csaszar,Julius Nick,
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,Green Party of Canada,Le Parti Vert du Canada,Kidder,John,
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,New Democratic Party,Nouveau Parti dÈmocratique,Nenn,Michael,
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,Liberal Party of Canada,Parti libÈral du Canada,Sidhu,Jati,
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,Conservative Party of Canada,Parti conservateur du Canada,Vis,Brad,
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Wismer,Elaine,
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,New Democratic Party,Nouveau Parti dÈmocratique,Chamberlin,Bob,
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,Communist Party of Canada,Parti communiste du Canada,Chumsa,James,
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,People's Party of Canada,Parti populaire du Canada,Clarke,Jennifer,
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,Liberal Party of Canada,Parti libÈral du Canada,Corfield,Michelle,
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,Conservative Party of Canada,Parti conservateur du Canada,Hirst,John,
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,Green Party of Canada,Le Parti Vert du Canada,Manly,Paul,
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,Progressive Canadian Party,Parti Progressiste Canadien,Marlatt,Brian,
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,Independent,IndÈpendant(e),Stoneman,Geoff,
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,Independent,IndÈpendant(e),White,Echo,
59019,New Westminster--Burnaby,New Westminster--Burnaby,Liberal Party of Canada,Parti libÈral du Canada,Davis,Will,
59019,New Westminster--Burnaby,New Westminster--Burnaby,Green Party of Canada,Le Parti Vert du Canada,de Montigny,Suzanne,
59019,New Westminster--Burnaby,New Westminster--Burnaby,People's Party of Canada,Parti populaire du Canada,Ginn,Hansen,
59019,New Westminster--Burnaby,New Westminster--Burnaby,New Democratic Party,Nouveau Parti dÈmocratique,Julian,Peter,
59019,New Westminster--Burnaby,New Westminster--Burnaby,Libertarian Party of Canada,Parti Libertarien du Canada,Murarka,Neeraj,
59019,New Westminster--Burnaby,New Westminster--Burnaby,Independent,IndÈpendant(e),Passyar,Ahmad,
59019,New Westminster--Burnaby,New Westminster--Burnaby,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Theriault,Joseph,
59019,New Westminster--Burnaby,New Westminster--Burnaby,Conservative Party of Canada,Parti conservateur du Canada,Veck,Megan,
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,Conservative Party of Canada,Parti conservateur du Canada,Arnold,Mel,
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,People's Party of Canada,Parti populaire du Canada,Delfing,Kyle,
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,Liberal Party of Canada,Parti libÈral du Canada,Derkaz,Cindy,
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,Green Party of Canada,Le Parti Vert du Canada,Reinarz,Marc,
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,New Democratic Party,Nouveau Parti dÈmocratique,Sandhu,Harwinder,
59021,North Vancouver,North Vancouver,New Democratic Party,Nouveau Parti dÈmocratique,Bell,Justine,
59021,North Vancouver,North Vancouver,People's Party of Canada,Parti populaire du Canada,Jadavji,Azmairnin,
59021,North Vancouver,North Vancouver,Green Party of Canada,Le Parti Vert du Canada,Orr,George,
59021,North Vancouver,North Vancouver,Conservative Party of Canada,Parti conservateur du Canada,Saxton,Andrew,
59021,North Vancouver,North Vancouver,Liberal Party of Canada,Parti libÈral du Canada,Wilkinson,Jonathan,
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,People's Party of Canada,Parti populaire du Canada,Cherrier,Bryton,
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,Conservative Party of Canada,Parti conservateur du Canada,Dalton,Marc,
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,Green Party of Canada,Le Parti Vert du Canada,Jaschke,Ariane,
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,New Democratic Party,Nouveau Parti dÈmocratique,Mogk,John,
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,Independent,IndÈpendant(e),Ranta,Steve,
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,Liberal Party of Canada,Parti libÈral du Canada,Ruimy,Dan,
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,Liberal Party of Canada,Parti libÈral du Canada,Badiei,Sara,
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,People's Party of Canada,Parti populaire du Canada,Chabot,Jayson,
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,Conservative Party of Canada,Parti conservateur du Canada,Shin,Nelly,
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Verrier,Roland,
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,Green Party of Canada,Le Parti Vert du Canada,Watts,Bryce,
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,New Democratic Party,Nouveau Parti dÈmocratique,Zarrillo,Bonita,
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,Liberal Party of Canada,Parti libÈral du Canada,Erickson,Mavis,
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,Green Party of Canada,Le Parti Vert du Canada,Kendall,Catharine,
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,New Democratic Party,Nouveau Parti dÈmocratique,Luccock,Marcia,
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,People's Party of Canada,Parti populaire du Canada,Vaillant,Ron,
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,Conservative Party of Canada,Parti conservateur du Canada,Zimmer,Bob,
59025,Richmond Centre,Richmond-Centre,New Democratic Party,Nouveau Parti dÈmocratique,Innes,Dustin,
59025,Richmond Centre,Richmond-Centre,Liberal Party of Canada,Parti libÈral du Canada,Kou,Steven,
59025,Richmond Centre,Richmond-Centre,People's Party of Canada,Parti populaire du Canada,Pak,Ivan,
59025,Richmond Centre,Richmond-Centre,Green Party of Canada,Le Parti Vert du Canada,Raunet,FranÁoise,
59025,Richmond Centre,Richmond-Centre,Conservative Party of Canada,Parti conservateur du Canada,Wong,Alice,
59025,Richmond Centre,Richmond-Centre,Independent,IndÈpendant(e),Zhang,Zhe,
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,New Democratic Party,Nouveau Parti dÈmocratique,Garrison,Randall,
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Independent,IndÈpendant(e),Godron,Fidelia,
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,People's Party of Canada,Parti populaire du Canada,Gustafson,Jeremy,
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Liberal Party of Canada,Parti libÈral du Canada,Hammond,Jamie,
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Independent,IndÈpendant(e),Lesosky,Louis,
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Green Party of Canada,Le Parti Vert du Canada,Merner,David,
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Independent,IndÈpendant(e),Ney,Philip,
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Conservative Party of Canada,Parti conservateur du Canada,Pewarchuk,Randall,
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Libertarian Party of Canada,Parti Libertarien du Canada,Steffler,Josh,
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Communist Party of Canada,Parti communiste du Canada,Strandlund,Tyson,
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,People's Party of Canada,Parti populaire du Canada,Broda,Ron,
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,Conservative Party of Canada,Parti conservateur du Canada,Busch,David,
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,Green Party of Canada,Le Parti Vert du Canada,May,Elizabeth,
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,New Democratic Party,Nouveau Parti dÈmocratique,Singh,Sabina,
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,Liberal Party of Canada,Parti libÈral du Canada,Windsor,Ryan,
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,New Democratic Party,Nouveau Parti dÈmocratique,Bachrach,Taylor,
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Liberal Party of Canada,Parti libÈral du Canada,Birdi,Dave,
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,People's Party of Canada,Parti populaire du Canada,Craven,Jody,
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Independent,IndÈpendant(e),Nunes,Danny,
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Conservative Party of Canada,Parti conservateur du Canada,RattÈe,Claire,
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Independent,IndÈpendant(e),Ritchie,Merv,
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Green Party of Canada,Le Parti Vert du Canada,Sawyer,Mike,
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,Taylor,Rod,
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,New Democratic Party,Nouveau Parti dÈmocratique,Cannings,Richard,
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,Liberal Party of Canada,Parti libÈral du Canada,Denesiuk,Connie,
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,Independent,IndÈpendant(e),Hopkins,Carolina,
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,Green Party of Canada,Le Parti Vert du Canada,Howse,Tara,
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,Conservative Party of Canada,Parti conservateur du Canada,Konanz,Helena,
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,People's Party of Canada,Parti populaire du Canada,Taylor,Sean,
59030,South Surrey--White Rock,Surrey-Sud--White Rock,New Democratic Party,Nouveau Parti dÈmocratique,Crozier,Stephen,
59030,South Surrey--White Rock,Surrey-Sud--White Rock,Conservative Party of Canada,Parti conservateur du Canada,Findlay,Kerry-Lynne,
59030,South Surrey--White Rock,Surrey-Sud--White Rock,Green Party of Canada,Le Parti Vert du Canada,Hobby,Beverly Pixie,
59030,South Surrey--White Rock,Surrey-Sud--White Rock,Liberal Party of Canada,Parti libÈral du Canada,Hogg,Gordie,
59030,South Surrey--White Rock,Surrey-Sud--White Rock,People's Party of Canada,Parti populaire du Canada,Poulin,Joel,
59031,Steveston--Richmond East,Steveston--Richmond-Est,Independent,IndÈpendant(e),Chan,Ping,
59031,Steveston--Richmond East,Steveston--Richmond-Est,Conservative Party of Canada,Parti conservateur du Canada,Chiu,Kenny,
59031,Steveston--Richmond East,Steveston--Richmond-Est,New Democratic Party,Nouveau Parti dÈmocratique,Dela Torre,Jaeden,
59031,Steveston--Richmond East,Steveston--Richmond-Est,Green Party of Canada,Le Parti Vert du Canada,Iaci,Nicole,
59031,Steveston--Richmond East,Steveston--Richmond-Est,Liberal Party of Canada,Parti libÈral du Canada,Peschisolido,Joe,
59032,Surrey Centre,Surrey-Centre,Conservative Party of Canada,Parti conservateur du Canada,Bains,Tina,
59032,Surrey Centre,Surrey-Centre,Independent,IndÈpendant(e),Breti,Jeffrey,
59032,Surrey Centre,Surrey-Centre,People's Party of Canada,Parti populaire du Canada,Dilawari,Jaswinder Singh,
59032,Surrey Centre,Surrey-Centre,Communist Party of Canada,Parti communiste du Canada,Gidora,George,
59032,Surrey Centre,Surrey-Centre,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,Pielak,Kevin,
59032,Surrey Centre,Surrey-Centre,Liberal Party of Canada,Parti libÈral du Canada,Sarai,Randeep Singh,
59032,Surrey Centre,Surrey-Centre,New Democratic Party,Nouveau Parti dÈmocratique,Saran,Sarjit Singh,
59032,Surrey Centre,Surrey-Centre,Green Party of Canada,Le Parti Vert du Canada,Werring,John,
59033,Surrey--Newton,Surrey--Newton,Liberal Party of Canada,Parti libÈral du Canada,Dhaliwal,Sukh,
59033,Surrey--Newton,Surrey--Newton,New Democratic Party,Nouveau Parti dÈmocratique,Gill,Harjit Singh,
59033,Surrey--Newton,Surrey--Newton,Green Party of Canada,Le Parti Vert du Canada,Khehra,Rabaab,
59033,Surrey--Newton,Surrey--Newton,Conservative Party of Canada,Parti conservateur du Canada,Singh,Harpreet,
59033,Surrey--Newton,Surrey--Newton,People's Party of Canada,Parti populaire du Canada,VerchËre,Holly,
59034,Vancouver Centre,Vancouver-Centre,Independent,IndÈpendant(e),Bowman,Lily,
59034,Vancouver Centre,Vancouver-Centre,Green Party of Canada,Le Parti Vert du Canada,Brown,Jesse,
59034,Vancouver Centre,Vancouver-Centre,Conservative Party of Canada,Parti conservateur du Canada,Cavey,David,
59034,Vancouver Centre,Vancouver-Centre,Libertarian Party of Canada,Parti Libertarien du Canada,Clarke,John,
59034,Vancouver Centre,Vancouver-Centre,Liberal Party of Canada,Parti libÈral du Canada,Fry,Hedy,
59034,Vancouver Centre,Vancouver-Centre,People's Party of Canada,Parti populaire du Canada,Kierans,Louise,
59034,Vancouver Centre,Vancouver-Centre,New Democratic Party,Nouveau Parti dÈmocratique,Ouellette,Breen,
59034,Vancouver Centre,Vancouver-Centre,Independent,IndÈpendant(e),Popat,Imtiaz,
59035,Vancouver East,Vancouver-Est,Libertarian Party of Canada,Parti Libertarien du Canada,Buday,Gˆlˆk Z,
59035,Vancouver East,Vancouver-Est,Green Party of Canada,Le Parti Vert du Canada,Burns,Bridget,
59035,Vancouver East,Vancouver-Est,Conservative Party of Canada,Parti conservateur du Canada,Corsetti,Chris,
59035,Vancouver East,Vancouver-Est,Liberal Party of Canada,Parti libÈral du Canada,Demes,Kyle,
59035,Vancouver East,Vancouver-Est,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Jamieson,Anne,
59035,Vancouver East,Vancouver-Est,New Democratic Party,Nouveau Parti dÈmocratique,Kwan,Jenny,
59035,Vancouver East,Vancouver-Est,People's Party of Canada,Parti populaire du Canada,Litzcke,Karin,
59035,Vancouver East,Vancouver-Est,Communist Party of Canada,Parti communiste du Canada,Marcus,Peter,
59036,Vancouver Granville,Vancouver Granville,Green Party of Canada,Le Parti Vert du Canada,Boutin,Louise,
59036,Vancouver Granville,Vancouver Granville,People's Party of Canada,Parti populaire du Canada,Chocyk,Naomi,
59036,Vancouver Granville,Vancouver Granville,New Democratic Party,Nouveau Parti dÈmocratique,Hanson,Yvonne,
59036,Vancouver Granville,Vancouver Granville,Liberal Party of Canada,Parti libÈral du Canada,Noormohamed,Taleeb,
59036,Vancouver Granville,Vancouver Granville,Conservative Party of Canada,Parti conservateur du Canada,Segal,Zach,
59036,Vancouver Granville,Vancouver Granville,Independent,IndÈpendant(e),Wilson-Raybould,Jody,
59037,North Island--Powell River,North Island--Powell River,New Democratic Party,Nouveau Parti dÈmocratique,Blaney,Rachel,
59037,North Island--Powell River,North Island--Powell River,Green Party of Canada,Le Parti Vert du Canada,de Bruijn,Mark,
59037,North Island--Powell River,North Island--Powell River,Conservative Party of Canada,Parti conservateur du Canada,Downey,Shelley,
59037,North Island--Powell River,North Island--Powell River,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Neal,Carla,
59037,North Island--Powell River,North Island--Powell River,People's Party of Canada,Parti populaire du Canada,Rundle,Brian,
59037,North Island--Powell River,North Island--Powell River,Liberal Party of Canada,Parti libÈral du Canada,Schwarzhoff,Peter,
59037,North Island--Powell River,North Island--Powell River,Independent,IndÈpendant(e),Staples,Glen,
59038,Vancouver Kingsway,Vancouver Kingsway,Communist Party of Canada,Parti communiste du Canada,Cariou,Kimball,
