district_number,electoral_district,electoral_district_fre,party,party_fre,family_name,first_name,initials
24047,MÈgantic--L'…rable,MÈgantic--L'…rable,New Democratic Party,Nouveau Parti dÈmocratique,Boisvert,Mathieu,
24047,MÈgantic--L'…rable,MÈgantic--L'…rable,Green Party of Canada,Le Parti Vert du Canada,Charette,Nicole,
24047,MÈgantic--L'…rable,MÈgantic--L'…rable,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Corbeil,Priscilla,
24047,MÈgantic--L'…rable,MÈgantic--L'…rable,Liberal Party of Canada,Parti libÈral du Canada,GrÈgoire,Isabelle,
24047,MÈgantic--L'…rable,MÈgantic--L'…rable,People's Party of Canada,Parti populaire du Canada,Lauzier,Marie  Claude,
24047,MÈgantic--L'…rable,MÈgantic--L'…rable,Independent,IndÈpendant(e),Paradis,Jean,
24047,MÈgantic--L'…rable,MÈgantic--L'…rable,Parti RhinocÈros Party,Parti RhinocÈros Party,Roy,Damien,
24048,Mirabel,Mirabel,Parti pour l'IndÈpendance du QuÈbec,Parti pour l'IndÈpendance du QuÈbec,Biacchi,Pietro,
24048,Mirabel,Mirabel,Conservative Party of Canada,Parti conservateur du Canada,Desrochers,FranÁois,
24048,Mirabel,Mirabel,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Marcil,Simon,
24048,Mirabel,Mirabel,People's Party of Canada,Parti populaire du Canada,Montpetit,Christian,
24048,Mirabel,Mirabel,New Democratic Party,Nouveau Parti dÈmocratique,Saint-Germain,Anne-Marie,
24048,Mirabel,Mirabel,Green Party of Canada,Le Parti Vert du Canada,Tremblay,Julie,
24048,Mirabel,Mirabel,Liberal Party of Canada,Parti libÈral du Canada,Trudel,Karl,
24049,Montarville,Montarville,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Bergeron,StÈphane,
24049,Montarville,Montarville,People's Party of Canada,Parti populaire du Canada,LavallÈe,Julie,
24049,Montarville,Montarville,Green Party of Canada,Le Parti Vert du Canada,Pelland,Jean-Charles,
24049,Montarville,Montarville,Liberal Party of Canada,Parti libÈral du Canada,Picard,Michel,
24049,Montarville,Montarville,Conservative Party of Canada,Parti conservateur du Canada,Sauvageau,Julie,
24049,Montarville,Montarville,New Democratic Party,Nouveau Parti dÈmocratique,Sellah,Djaouida,
24049,Montarville,Montarville,Parti RhinocÈros Party,Parti RhinocÈros Party,Thibault-Vincent,Thomas,
24050,Montcalm,Montcalm,New Democratic Party,Nouveau Parti dÈmocratique,Bonello-Stauch,Julian,
24050,Montcalm,Montcalm,People's Party of Canada,Parti populaire du Canada,ClÈnin,Hugo,
24050,Montcalm,Montcalm,Conservative Party of Canada,Parti conservateur du Canada,Desroches,GisËle,
24050,Montcalm,Montcalm,Green Party of Canada,Le Parti Vert du Canada,Goyette,Mathieu,
24050,Montcalm,Montcalm,Parti pour l'IndÈpendance du QuÈbec,Parti pour l'IndÈpendance du QuÈbec,Labelle,Marc,
24050,Montcalm,Montcalm,Liberal Party of Canada,Parti libÈral du Canada,Sayegh,Isabel,
24050,Montcalm,Montcalm,Bloc QuÈbÈcois,Bloc QuÈbÈcois,ThÈriault,Luc,
24051,Montmagny--L'Islet--Kamouraska--RiviËre-du-Loup,Montmagny--L'Islet--Kamouraska--RiviËre-du-Loup,Green Party of Canada,Le Parti Vert du Canada,Ducharme,Denis,
24051,Montmagny--L'Islet--Kamouraska--RiviËre-du-Loup,Montmagny--L'Islet--Kamouraska--RiviËre-du-Loup,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Gagnon,Louis,
24051,Montmagny--L'Islet--Kamouraska--RiviËre-du-Loup,Montmagny--L'Islet--Kamouraska--RiviËre-du-Loup,Conservative Party of Canada,Parti conservateur du Canada,GÈnÈreux,Bernard,
24051,Montmagny--L'Islet--Kamouraska--RiviËre-du-Loup,Montmagny--L'Islet--Kamouraska--RiviËre-du-Loup,People's Party of Canada,Parti populaire du Canada,HachÈ,Serge,
24051,Montmagny--L'Islet--Kamouraska--RiviËre-du-Loup,Montmagny--L'Islet--Kamouraska--RiviËre-du-Loup,New Democratic Party,Nouveau Parti dÈmocratique,Latulippe,Hugo,
24051,Montmagny--L'Islet--Kamouraska--RiviËre-du-Loup,Montmagny--L'Islet--Kamouraska--RiviËre-du-Loup,Liberal Party of Canada,Parti libÈral du Canada,Legault d'Auteuil,Aladin,
24052,Mount Royal,Mont-Royal,Green Party of Canada,Le Parti Vert du Canada,Badra,ClÈment,
24052,Mount Royal,Mont-Royal,New Democratic Party,Nouveau Parti dÈmocratique,Baland,Eric-Abel,
24052,Mount Royal,Mont-Royal,Liberal Party of Canada,Parti libÈral du Canada,Housefather,Anthony,
24052,Mount Royal,Mont-Royal,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Johnston,Diane,
24052,Mount Royal,Mont-Royal,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Levesque,Xavier,
24052,Mount Royal,Mont-Royal,People's Party of Canada,Parti populaire du Canada,Lozoff,Zachary,
24052,Mount Royal,Mont-Royal,Conservative Party of Canada,Parti conservateur du Canada,Tordjman,David,
24053,Notre-Dame-de-Gr‚ce--Westmount,Notre-Dame-de-Gr‚ce--Westmount,Conservative Party of Canada,Parti conservateur du Canada,Drabkin,Neil,
24053,Notre-Dame-de-Gr‚ce--Westmount,Notre-Dame-de-Gr‚ce--Westmount,Liberal Party of Canada,Parti libÈral du Canada,Garneau,Marc,
24053,Notre-Dame-de-Gr‚ce--Westmount,Notre-Dame-de-Gr‚ce--Westmount,New Democratic Party,Nouveau Parti dÈmocratique,Gertler,Franklin,
24053,Notre-Dame-de-Gr‚ce--Westmount,Notre-Dame-de-Gr‚ce--Westmount,Green Party of Canada,Le Parti Vert du Canada,Green,Robert,
24053,Notre-Dame-de-Gr‚ce--Westmount,Notre-Dame-de-Gr‚ce--Westmount,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Hoffman,Rachel,
24053,Notre-Dame-de-Gr‚ce--Westmount,Notre-Dame-de-Gr‚ce--Westmount,Bloc QuÈbÈcois,Bloc QuÈbÈcois,JettÈ,Jennifer,
24053,Notre-Dame-de-Gr‚ce--Westmount,Notre-Dame-de-Gr‚ce--Westmount,Independent,IndÈpendant(e),Thomas,Jeffery A.,
24053,Notre-Dame-de-Gr‚ce--Westmount,Notre-Dame-de-Gr‚ce--Westmount,People's Party of Canada,Parti populaire du Canada,Valiquette,AndrÈ,
24054,Outremont,Outremont,Liberal Party of Canada,Parti libÈral du Canada,Bendayan,Rachel,
24054,Outremont,Outremont,New Democratic Party,Nouveau Parti dÈmocratique,Clarke,Andrea,
24054,Outremont,Outremont,Green Party of Canada,Le Parti Vert du Canada,Green,Daniel,
24054,Outremont,Outremont,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Grimard,CÈlia,
24054,Outremont,Outremont,Parti RhinocÈros Party,Parti RhinocÈros Party,Hiemstra,Mark John,
24054,Outremont,Outremont,People's Party of Canada,Parti populaire du Canada,LÈvesque,Sabin,
24054,Outremont,Outremont,Conservative Party of Canada,Parti conservateur du Canada,Louras,Jasmine,
24055,Papineau,Papineau,Parti RhinocÈros Party,Parti RhinocÈros Party,Cacereco Berthiaume,Jean-Patrick,
24055,Papineau,Papineau,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Gagnon,Christian,
24055,Papineau,Papineau,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,Lefebvre,Susanne,
24055,Papineau,Papineau,No Affiliation,Aucune appartenance,Lupien,Luc,
24055,Papineau,Papineau,Independent,IndÈpendant(e),Magnan,Alain,
24055,Papineau,Papineau,New Democratic Party,Nouveau Parti dÈmocratique,ParÈ,Christine,
24055,Papineau,Papineau,No Affiliation,Aucune appartenance,Penner,Steve,
24055,Papineau,Papineau,People's Party of Canada,Parti populaire du Canada,Sibthorpe,Mark,
24055,Papineau,Papineau,Liberal Party of Canada,Parti libÈral du Canada,Trudeau,Justin,
24055,Papineau,Papineau,Green Party of Canada,Le Parti Vert du Canada,Vazquez,Juan,
24055,Papineau,Papineau,Conservative Party of Canada,Parti conservateur du Canada,Veilleux,Sophie,
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,New Democratic Party,Nouveau Parti dÈmocratique,El-Khoury,Bruno Ibrahim,
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Henri,Edline,
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,Conservative Party of Canada,Parti conservateur du Canada,Ishak,Mariam,
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,Independent,IndÈpendant(e),Khan,Shahid,
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,Green Party of Canada,Le Parti Vert du Canada,Mintz,Lisa,
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,Independent,IndÈpendant(e),Plante,Martin,
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,People's Party of Canada,Parti populaire du Canada,Weishar,Lee,
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,Liberal Party of Canada,Parti libÈral du Canada,Zuberi,Sameer,
24057,Pontiac,Pontiac,Liberal Party of Canada,Parti libÈral du Canada,Amos,William,
24057,Pontiac,Pontiac,People's Party of Canada,Parti populaire du Canada,Belec,Mario,
24057,Pontiac,Pontiac,Green Party of Canada,Le Parti Vert du Canada,Bertrand,Claude,
24057,Pontiac,Pontiac,Conservative Party of Canada,Parti conservateur du Canada,Blackburn,Dave,
24057,Pontiac,Pontiac,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Carreiro-Benoit,Jonathan,
24057,Pontiac,Pontiac,New Democratic Party,Nouveau Parti dÈmocratique,Giroux,Denise,
24057,Pontiac,Pontiac,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Lang,Louis,
24057,Pontiac,Pontiac,Veterans Coalition Party of Canada,Parti de la coalition des anciens combattants du Canada,Stewart,Shawn,
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,People's Party of Canada,Parti populaire du Canada,Abbatiello,Luca,
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Bonsaint,Mathieu,
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,New Democratic Party,Nouveau Parti dÈmocratique,Gagnon,David-Roger,
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,Green Party of Canada,Le Parti Vert du Canada,Gaudet,Marie-Claude,
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,Conservative Party of Canada,Parti conservateur du Canada,Godin,JoÎl,
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,Liberal Party of Canada,Parti libÈral du Canada,Talbot,Annie,
24059,QuÈbec,QuÈbec,Conservative Party of Canada,Parti conservateur du Canada,Boutin,Bianca,
24059,QuÈbec,QuÈbec,New Democratic Party,Nouveau Parti dÈmocratique,Bureau,Tommy,
24059,QuÈbec,QuÈbec,Parti RhinocÈros Party,Parti RhinocÈros Party,CoRhino,SÈbastien,
24059,QuÈbec,QuÈbec,People's Party of Canada,Parti populaire du Canada,DabirÈ,Bruno,
24059,QuÈbec,QuÈbec,Liberal Party of Canada,Parti libÈral du Canada,Duclos,Jean-Yves,
24059,QuÈbec,QuÈbec,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Gagnon,Christiane,
24059,QuÈbec,QuÈbec,Green Party of Canada,Le Parti Vert du Canada,Joli-Coeur,Luc,
24059,QuÈbec,QuÈbec,Parti pour l'IndÈpendance du QuÈbec,Parti pour l'IndÈpendance du QuÈbec,Paquin,Luc,
24060,Repentigny,Repentigny,Green Party of Canada,Le Parti Vert du Canada,Beauregard,Diane,
24060,Repentigny,Repentigny,New Democratic Party,Nouveau Parti dÈmocratique,Benslimane,Meryem,
24060,Repentigny,Repentigny,Parti pour l'IndÈpendance du QuÈbec,Parti pour l'IndÈpendance du QuÈbec,Boucher Granger,Micheline,
24060,Repentigny,Repentigny,Conservative Party of Canada,Parti conservateur du Canada,Branchaud,Pierre,
24060,Repentigny,Repentigny,Liberal Party of Canada,Parti libÈral du Canada,Larose,JosÈe,
24060,Repentigny,Repentigny,Bloc QuÈbÈcois,Bloc QuÈbÈcois,PauzÈ,Monique,
24060,Repentigny,Repentigny,People's Party of Canada,Parti populaire du Canada,Saint-Laurent,Samuel,
24061,Richmond--Arthabaska,Richmond--Arthabaska,New Democratic Party,Nouveau Parti dÈmocratique,GuÈrin,Olivier,
24061,Richmond--Arthabaska,Richmond--Arthabaska,Green Party of Canada,Le Parti Vert du Canada,Horth-Lepage,Laura,
24061,Richmond--Arthabaska,Richmond--Arthabaska,People's Party of Canada,Parti populaire du Canada,Landry,Jean,
24061,Richmond--Arthabaska,Richmond--Arthabaska,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Nolin,Olivier,
24061,Richmond--Arthabaska,Richmond--Arthabaska,Liberal Party of Canada,Parti libÈral du Canada,Patry,Marc,
24061,Richmond--Arthabaska,Richmond--Arthabaska,Conservative Party of Canada,Parti conservateur du Canada,Rayes,Alain,
24062,RiviËre-des-Mille-Œles,RiviËre-des-Mille-Œles,Green Party of Canada,Le Parti Vert du Canada,Borgers,Ceylan,
24062,RiviËre-des-Mille-Œles,RiviËre-des-Mille-Œles,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Desilets,Luc,
24062,RiviËre-des-Mille-Œles,RiviËre-des-Mille-Œles,New Democratic Party,Nouveau Parti dÈmocratique,Hakizimana,Joseph,
24062,RiviËre-des-Mille-Œles,RiviËre-des-Mille-Œles,Liberal Party of Canada,Parti libÈral du Canada,Lapointe,Linda,
24062,RiviËre-des-Mille-Œles,RiviËre-des-Mille-Œles,Conservative Party of Canada,Parti conservateur du Canada,Mikhael,Maikel,
24062,RiviËre-des-Mille-Œles,RiviËre-des-Mille-Œles,People's Party of Canada,Parti populaire du Canada,Roker Jr,Hans,
24063,RiviËre-du-Nord,RiviËre-du-Nord,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Fortin,RhÈal,
24063,RiviËre-du-Nord,RiviËre-du-Nord,Conservative Party of Canada,Parti conservateur du Canada,FrÈchette,Sylvie,
24063,RiviËre-du-Nord,RiviËre-du-Nord,Liberal Party of Canada,Parti libÈral du Canada,Gagnon,Florence,
24063,RiviËre-du-Nord,RiviËre-du-Nord,Green Party of Canada,Le Parti Vert du Canada,Leckman,Joey,
24063,RiviËre-du-Nord,RiviËre-du-Nord,People's Party of Canada,Parti populaire du Canada,Michaud,Normand,
24063,RiviËre-du-Nord,RiviËre-du-Nord,New Democratic Party,Nouveau Parti dÈmocratique,Ouellette,Myriam,
24063,RiviËre-du-Nord,RiviËre-du-Nord,Parti pour l'IndÈpendance du QuÈbec,Parti pour l'IndÈpendance du QuÈbec,Riqueur-LainÈ,Nicolas,
24063,RiviËre-du-Nord,RiviËre-du-Nord,Independent,IndÈpendant(e),St-Gelais,Lucie,
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Bloc QuÈbÈcois,Bloc QuÈbÈcois,AndrÈ,Claude,
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,New Democratic Party,Nouveau Parti dÈmocratique,Boulerice,Alexandre,
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Desrochers,GisËle,
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Green Party of Canada,Le Parti Vert du Canada,DÈsy,Jean,
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Liberal Party of Canada,Parti libÈral du Canada,Hinse,GeneviËve,
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Parti RhinocÈros Party,Parti RhinocÈros Party,Lavoie,Jos Guitare,
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,People's Party of Canada,Parti populaire du Canada,Pellerin,Bobby,
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Communist Party of Canada,Parti communiste du Canada,Raymond,Normand,
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Conservative Party of Canada,Parti conservateur du Canada,Sarfati,Johanna,
24065,Marc-AurËle-Fortin,Marc-AurËle-Fortin,Conservative Party of Canada,Parti conservateur du Canada,Baudelot,Sonia,
24065,Marc-AurËle-Fortin,Marc-AurËle-Fortin,New Democratic Party,Nouveau Parti dÈmocratique,Faour,Ali,
24065,Marc-AurËle-Fortin,Marc-AurËle-Fortin,People's Party of Canada,Parti populaire du Canada,Migliozzi,Emilio,
24065,Marc-AurËle-Fortin,Marc-AurËle-Fortin,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Nitoi,Lizabel,
24065,Marc-AurËle-Fortin,Marc-AurËle-Fortin,Independent,IndÈpendant(e),Progakis,Elias,
24065,Marc-AurËle-Fortin,Marc-AurËle-Fortin,Liberal Party of Canada,Parti libÈral du Canada,Robillard,Yves,
24065,Marc-AurËle-Fortin,Marc-AurËle-Fortin,Green Party of Canada,Le Parti Vert du Canada,Tran Le,Bao,
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Conservative Party of Canada,Parti conservateur du Canada,BarrÈ,Bernard,
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,People's Party of Canada,Parti populaire du Canada,BÈlanger,Jean-FranÁois,
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Green Party of Canada,Le Parti Vert du Canada,Huet-CÙtÈ,Sabrina,
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,New Democratic Party,Nouveau Parti dÈmocratique,Sansoucy,Brigitte,
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Savard-Tremblay,Simon-Pierre,
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Liberal Party of Canada,Parti libÈral du Canada,Vincelette,RenÈ,
24067,Saint-Jean,Saint-Jean,Green Party of Canada,Le Parti Vert du Canada,Chenail,AndrÈ-Philippe,
24067,Saint-Jean,Saint-Jean,People's Party of Canada,Parti populaire du Canada,Hivon,Marc,
24067,Saint-Jean,Saint-Jean,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Normandin,Christine,
24067,Saint-Jean,Saint-Jean,New Democratic Party,Nouveau Parti dÈmocratique,Reeves,Chantal,
24067,Saint-Jean,Saint-Jean,Liberal Party of Canada,Parti libÈral du Canada,Rioux,Jean,
24067,Saint-Jean,Saint-Jean,Parti pour l'IndÈpendance du QuÈbec,Parti pour l'IndÈpendance du QuÈbec,Savary,Yvon,
24067,Saint-Jean,Saint-Jean,Conservative Party of Canada,Parti conservateur du Canada,Thibert,Martin,
24068,Saint-Laurent,Saint-Laurent,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Boutet,Ginette,
24068,Saint-Laurent,Saint-Laurent,New Democratic Party,Nouveau Parti dÈmocratique,Gallo,Miranda,
24068,Saint-Laurent,Saint-Laurent,Green Party of Canada,Le Parti Vert du Canada,Kokotsis,Georgia,
24068,Saint-Laurent,Saint-Laurent,Liberal Party of Canada,Parti libÈral du Canada,Lambropoulos,Emmanuella,
24068,Saint-Laurent,Saint-Laurent,People's Party of Canada,Parti populaire du Canada,Mikus,Christopher,
24068,Saint-Laurent,Saint-Laurent,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Miljours,ThÈrËse,
24068,Saint-Laurent,Saint-Laurent,Conservative Party of Canada,Parti conservateur du Canada,Serour,Richard,
24069,Saint-LÈonard--Saint-Michel,Saint-LÈonard--Saint-Michel,New Democratic Party,Nouveau Parti dÈmocratique,Ayala,Paulina,
24069,Saint-LÈonard--Saint-Michel,Saint-LÈonard--Saint-Michel,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Colly,Garnet,
24069,Saint-LÈonard--Saint-Michel,Saint-LÈonard--Saint-Michel,People's Party of Canada,Parti populaire du Canada,Di Serio,Tina,
24069,Saint-LÈonard--Saint-Michel,Saint-LÈonard--Saint-Michel,Independent,IndÈpendant(e),Guillet,Hassan,
24069,Saint-LÈonard--Saint-Michel,Saint-LÈonard--Saint-Michel,Liberal Party of Canada,Parti libÈral du Canada,Lattanzio,Patricia,
24069,Saint-LÈonard--Saint-Michel,Saint-LÈonard--Saint-Michel,Conservative Party of Canada,Parti conservateur du Canada,Maiolo,Ilario,
24069,Saint-LÈonard--Saint-Michel,Saint-LÈonard--Saint-Michel,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Mougin,Dominique,
24069,Saint-LÈonard--Saint-Michel,Saint-LÈonard--Saint-Michel,Green Party of Canada,Le Parti Vert du Canada,Szilagyi,Alessandra,
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,New Democratic Party,Nouveau Parti dÈmocratique,BoisguÈrin,BarthÈlÈmy,
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Liberal Party of Canada,Parti libÈral du Canada,Champagne,FranÁois-Philippe,
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Conservative Party of Canada,Parti conservateur du Canada,Courchesne,Bruno-Pier,
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,People's Party of Canada,Parti populaire du Canada,DÈziel,Julie,
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Green Party of Canada,Le Parti Vert du Canada,Dufresne,StÈphanie,
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Morin,Nicole,
24071,Salaberry--SuroÓt,Salaberry--SuroÓt,Green Party of Canada,Le Parti Vert du Canada,AlShawa,Nahed,
24071,Salaberry--SuroÓt,Salaberry--SuroÓt,Parti pour l'IndÈpendance du QuÈbec,Parti pour l'IndÈpendance du QuÈbec,Bertrand,Luc,
24071,Salaberry--SuroÓt,Salaberry--SuroÓt,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Debellefeuille,Claude,
24071,Salaberry--SuroÓt,Salaberry--SuroÓt,Liberal Party of Canada,Parti libÈral du Canada,Faubert,Marc,
24071,Salaberry--SuroÓt,Salaberry--SuroÓt,New Democratic Party,Nouveau Parti dÈmocratique,Gottman,Joan,
24071,Salaberry--SuroÓt,Salaberry--SuroÓt,Conservative Party of Canada,Parti conservateur du Canada,LariviËre,Cynthia,
24071,Salaberry--SuroÓt,Salaberry--SuroÓt,People's Party of Canada,Parti populaire du Canada,Savard,Alain,
24072,Shefford,Shefford,Liberal Party of Canada,Parti libÈral du Canada,Breton,Pierre,
24072,Shefford,Shefford,Conservative Party of Canada,Parti conservateur du Canada,Clermont,Nathalie,
24072,Shefford,Shefford,Parti pour l'IndÈpendance du QuÈbec,Parti pour l'IndÈpendance du QuÈbec,Daviault,DarlËne,
24072,Shefford,Shefford,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Larouche,AndrÈanne,
24072,Shefford,Shefford,New Democratic Party,Nouveau Parti dÈmocratique,Plamondon,Raymonde,
24072,Shefford,Shefford,People's Party of Canada,Parti populaire du Canada,Sabbagh,Mariam,
24072,Shefford,Shefford,Green Party of Canada,Le Parti Vert du Canada,Turgeon,Katherine,
24073,Sherbrooke,Sherbrooke,Liberal Party of Canada,Parti libÈral du Canada,BriËre,…lisabeth,
24073,Sherbrooke,Sherbrooke,Parti RhinocÈros Party,Parti RhinocÈros Party,CÙtÈ,Steve,
24073,Sherbrooke,Sherbrooke,New Democratic Party,Nouveau Parti dÈmocratique,Dusseault,Pierre-Luc,
24073,Sherbrooke,Sherbrooke,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Forgues,Claude,
24073,Sherbrooke,Sherbrooke,Independent,IndÈpendant(e),Moreno,Edwin,
24073,Sherbrooke,Sherbrooke,Green Party of Canada,Le Parti Vert du Canada,Morin,Mathieu,
24073,Sherbrooke,Sherbrooke,No Affiliation,Aucune appartenance,Richard,Hubert,
24073,Sherbrooke,Sherbrooke,Conservative Party of Canada,Parti conservateur du Canada,SÈvigny,Dany,
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,Conservative Party of Canada,Parti conservateur du Canada,Cox,Karen,
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,New Democratic Party,Nouveau Parti dÈmocratique,MacDonald,Amanda,
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Rouillard,NoÈmie,
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,Liberal Party of Canada,Parti libÈral du Canada,Schiefke,Peter,
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,Green Party of Canada,Le Parti Vert du Canada,Stiff,Cameron,
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,People's Party of Canada,Parti populaire du Canada,Tam,Kaylin,
24075,Terrebonne,Terrebonne,People's Party of Canada,Parti populaire du Canada,Barnes,Jeffrey,
24075,Terrebonne,Terrebonne,Liberal Party of Canada,Parti libÈral du Canada,Beauchemin,FrÈdÈric,
24075,Terrebonne,Terrebonne,New Democratic Party,Nouveau Parti dÈmocratique,Beaudoin,Maxime,
24075,Terrebonne,Terrebonne,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Boudrias,Michel,
24075,Terrebonne,Terrebonne,Conservative Party of Canada,Parti conservateur du Canada,Gagnon,France,
24075,Terrebonne,Terrebonne,Independent,IndÈpendant(e),HÈbert,Jade,
24075,Terrebonne,Terrebonne,Green Party of Canada,Le Parti Vert du Canada,Monette,RÈjean,
24075,Terrebonne,Terrebonne,Parti RhinocÈros Party,Parti RhinocÈros Party,VÈzina,Paul,
24076,Trois-RiviËres,Trois-RiviËres,New Democratic Party,Nouveau Parti dÈmocratique,Aubin,Robert,
24076,Trois-RiviËres,Trois-RiviËres,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Charbonneau,Louise,
24076,Trois-RiviËres,Trois-RiviËres,Green Party of Canada,Le Parti Vert du Canada,Duplessis,Marie,
24076,Trois-RiviËres,Trois-RiviËres,People's Party of Canada,Parti populaire du Canada,Gingras,Marc AndrÈ,
24076,Trois-RiviËres,Trois-RiviËres,Conservative Party of Canada,Parti conservateur du Canada,LÈvesque,Yves,
24076,Trois-RiviËres,Trois-RiviËres,Liberal Party of Canada,Parti libÈral du Canada,Renaud-Martin,ValÈrie,
24076,Trois-RiviËres,Trois-RiviËres,Independent,IndÈpendant(e),St-Onge Lynch,Ronald,
24077,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Bourque,Nadia,
24077,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,Green Party of Canada,Le Parti Vert du Canada,Cusmano,Liana Canton,
24077,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,Conservative Party of Canada,Parti conservateur du Canada,Forian,Michael,
24077,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,Parti RhinocÈros Party,Parti RhinocÈros Party,Gaudet,Tommy,
24077,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,People's Party of Canada,Parti populaire du Canada,Langlais,Jean,
24077,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,Ville-Marie--Le Sud-Ouest--Œle-des-Soeurs,Liberal Party of Canada,Parti libÈral du Canada,Miller,Marc,
